ACC X (m/s2),ACC Y (m/s2),ACC Z (m/s2),GRAV X (m/s2),GRAV Y (m/s2),GRAV Z (m/s2),LIN ACC X (m/s2),LIN ACC Y (m/s2),LIN ACC Z (m/s2),GYRO X (rad/s),GYRO Y (rad/s),GYRO Z (rad/s),LIGHT (lux),MAG FIELD X (T),MAG FIELD Y (T),MAG FIELD Z (T),ORIENT Z (deg),ORIENT X (deg),ORIENT Y (deg),PROXIMITY (m),SOUND LEVEL (dB),LOC LAT ,LOC LON,LOC ALT (m),LOC SPEED (Km/h),LOC ACCURACY (m),LOC ORIENT (deg),SAT IN RANGE,TIME (ms),YYYY-MO-DD HH-MI-SS_SSS
-5.0764,3.7928,-6.93,-5.379,4.1049,-7.0984,0.0585,-0.1414,-0.1668,-0.0027,-0.0618,0.0082,0,-12.36,-62.84,-27.19,174.44,-24.75,142.85,0,53.913,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,790013,2018-11-08 18:12:04:261
-5.1051,3.9446,-6.6263,-5.3346,4.0645,-7.1549,-0.4933,-0.5226,-0.3058,-0.0069,0.0114,0.011,0,-19.41,-65.01,-17.86,183.58,-24.49,143.05,0,58.165,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,792013,2018-11-08 18:12:06:261
-5.3347,3.3837,-6.7142,-5.3663,3.9679,-7.1853,-0.2262,0.0625,-0.3344,-0.0268,-0.0115,0.001,0,-29.45,-63.62,-9.91,194.08,-23.87,143.25,0,60.77,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,794013,2018-11-08 18:12:08:261
-5.2892,3.4901,-7.0787,-5.3396,3.901,-7.2416,0.0155,-0.0596,-0.325,-0.0038,-0.0181,-0.0035,0,-36.44,-66.29,0.54,203.28,-23.44,143.6,0,58.558,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,796013,2018-11-08 18:12:10:261
-4.6009,3.3547,-6.5127,-5.4735,3.9317,-7.1241,-0.0263,-0.086,-0.3077,-0.0448,-0.0432,-0.0135,0,-39.05,-61.85,5.31,207.69,-23.64,142.46,0,58.874,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,798013,2018-11-08 18:12:12:261
-5.064,3.7315,-6.5714,-5.4106,3.9072,-7.1854,0.1041,-0.2943,0.1597,-0.0089,-0.0075,0.0085,0,-30.67,-63.75,-2.51,198.89,-23.44,143.02,0,50.841,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,800012,2018-11-08 18:12:14:260
-5.412,3.6984,-6.9204,-5.3675,3.919,-7.2112,0.362,-0.4812,0.1941,-0.026,-0.0031,0.0096,0,-38.48,-64.31,-2.85,202.67,-23.56,143.34,0,59.181,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,802012,2018-11-08 18:12:16:260
-4.8784,3.072,-6.1129,-5.4182,3.973,-7.1435,0.4637,-0.7104,0.6196,0.0359,0.0034,-0.055,0,-25.38,-72.6,-5.77,192.29,-23.9,142.82,0,59.704,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,804013,2018-11-08 18:12:18:261
-5.2425,4.3359,-6.6435,-5.3803,4.0724,-7.1161,0.05,-0.3355,-0.0441,-0.0326,0.0466,0.0475,0,-20.23,-63.82,-12.01,187.23,-24.38,142.43,0,56.263,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,806012,2018-11-08 18:12:20:260
-4.211,3.1653,-6.5428,-5.1561,4.0653,-7.2841,-0.6978,0.7585,-1.1526,0.0277,0.0121,0.0499,0,-20.64,-66.56,-10.12,189.08,-24.4,143.97,0,55.032,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,808012,2018-11-08 18:12:22:260
-4.436,3.3741,-6.7009,-5.1138,4.0057,-7.3467,-0.3222,-0.3694,-0.6391,-0.0014,-0.0519,0.0263,0,-25.66,-64.43,-13.03,191.43,-24.11,145.16,0,58.005,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,810012,2018-11-08 18:12:24:260
-5.2635,3.6223,-7.5385,-5.1443,3.8951,-7.3848,-0.1155,-0.0043,0.1013,-0.0012,-0.0056,0.0046,0,-12.9,-66.86,-14.52,181.73,-23.4,145.14,0,57.339,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,812013,2018-11-08 18:12:26:261
-4.7081,3.6234,-6.8888,-5.1336,3.898,-7.3907,0.2121,-0.541,-0.1569,-0.0214,-0.0228,0.0426,0,-20.59,-59.21,-25.82,182.02,-23.42,145.14,0,56.174,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,814012,2018-11-08 18:12:28:260
-4.4994,2.4605,-6.2292,-5.1817,4.0981,-7.2475,-0.7206,0.9501,-0.0311,-0.0627,-0.0152,0.0545,0,-14.57,-58.19,-30.72,175.02,-23.89,144.46,0,56.954,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,816012,2018-11-08 18:12:30:260
-5.3342,3.7074,-6.7257,-5.3588,4.1121,-7.1095,-0.1472,-0.3375,-0.1314,-0.0036,0.016,0,0,-12.52,-54.65,-32.09,172.09,-24.79,142.99,0,61.035,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,818012,2018-11-08 18:12:32:260
-4.8762,3.5469,-6.13,-5.3271,4.1579,-7.1066,-0.1571,-0.2682,-0.0845,-0.0196,-0.0525,0.0083,0,-14.65,-55.95,-32.66,173.24,-25.09,143.14,0,56.619,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,820012,2018-11-08 18:12:34:260
-5.4451,3.4909,-6.5086,-5.588,4.1352,-6.917,-0.3186,-0.2368,0.2528,-0.0417,-0.0876,-0.0188,0,-15.44,-62.88,-23.3,177.84,-25.24,141.49,0,61.091,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,822012,2018-11-08 18:12:36:260
-5.454,3.5891,-6.446,-5.559,4.0253,-7.0046,-0.5063,-0.4406,0.0347,-0.0322,0.0164,-0.0144,0,-2.93,-66.72,-31.55,166.5,-24.23,142.01,0,55.922,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,824013,2018-11-08 18:12:38:261
-5.1006,3.1476,-6.7936,-5.5132,3.8788,-7.1225,0.0227,-0.3302,-0.1928,-0.063,-0.0294,0.0548,0,6.25,-75.64,-17.36,168.38,-23.3,142.26,0,59.079,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,826012,2018-11-08 18:12:40:260
-4.9662,2.8265,-7.0117,-5.5022,3.7185,-7.2159,-0.5136,0.0565,-0.5405,-0.0146,-0.0275,-0.016,0,-0.58,-63.07,-28.32,166.42,-22.28,142.67,0,60.683,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,828012,2018-11-08 18:12:42:260
-5.2208,4.1243,-7.3413,-5.4728,3.8269,-7.1815,0.3927,-0.1346,0.1372,0.0099,-0.0228,0.0071,0,-17.56,-60.13,-30.6,175.92,-22.8,141.96,0,52.235,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,830013,2018-11-08 18:12:44:261
-4.8595,3.1742,-5.9126,-5.5255,3.981,-7.0563,-0.1576,-0.4368,0.3158,-0.0014,0.0311,0.0022,0,-9.42,-58.29,-27.23,171.82,-23.78,142.72,0,53.665,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,832012,2018-11-08 18:12:46:260
-4.9818,3.3342,-6.2932,-5.4991,4.0356,-7.0458,0.2003,-0.2796,0.1719,-0.0317,0.0163,-0.0073,0,-13.46,-67.03,-23.92,176.42,-24.3,142.03,0,58.641,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,834012,2018-11-08 18:12:48:260
-5.2509,3.6033,-7.3889,-5.3866,4.075,-7.1098,0.0093,0.127,0.1481,-0.0195,0.0172,-0.0023,0,-21.33,-63.78,-35.01,176.65,-24.55,142.85,0,55.741,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,836012,2018-11-08 18:12:50:260
-4.914,3.2004,-5.719,-5.4781,4.1218,-7.0122,-0.1399,-0.2579,-0.084,-0.0251,0.0522,0.0266,0,-3.25,-70.43,-30.63,167.49,-25.28,142.39,0,55.691,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,838012,2018-11-08 18:12:52:260
-6.1418,5.221,-6.7766,-5.3743,4.2172,-7.0358,-0.1893,0.9155,-0.8222,-0.0075,0.0173,0.0229,0,-1.68,-61.71,-22.44,169.3,-25.13,141.63,0,57.323,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,840012,2018-11-08 18:12:54:260
-4.9773,3.7661,-6.5789,-5.322,4.1795,-7.0978,0.3454,-0.7462,-0.0055,-0.0131,-0.0079,0.0153,0,-23.41,-57.02,-27.4,181.89,-25.23,143.14,0,57.028,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,842012,2018-11-08 18:12:56:260
-4.8403,3.5411,-6.9883,-5.3343,4.2636,-7.0383,0.199,-0.222,-0.4241,-2.00E-04,0.1107,-0.0162,0,-14.88,-65.32,-28.31,176.07,-25.77,142.84,0,55.437,48.161587,11.557459,571,9.72,22.512,356.1,0 / 18,844013,2018-11-08 18:12:58:261
-5.1287,4.4821,-7.0533,-5.2066,4.4297,-7.0314,0.0746,0.0364,-0.2366,-0.0393,-0.0346,-0.0026,0,-6.54,-62.78,-16.64,175.86,-26.61,142.95,0,50.478,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,846012,2018-11-08 18:13:00:260
-4.958,4.3656,-6.3034,-5.2607,4.6709,-6.8321,0.0221,-0.0086,0.0978,0.0083,-0.0315,0.0072,0,-10.39,-62.05,-19.15,176.87,-28.09,142.77,0,49.06,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,848013,2018-11-08 18:13:02:261
-5.1031,3.2281,-6.8745,-5.1174,4.4173,-7.1042,-0.2782,-0.7053,-0.2148,-0.0022,0.0046,0.012,0,-5.34,-63.56,-26.55,170.26,-26.77,144.23,0,55.921,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,850012,2018-11-08 18:13:04:260
-5.1404,3.4288,-6.8392,-5.4074,3.6982,-7.2975,0.0473,-0.0413,0.0018,-0.0026,0.0016,0.0058,0,-2.36,-63.71,-27.38,167.97,-22.15,143.46,0,53.856,48.161587,11.557459,571,9.72,22.512,356.1,0 / 21,852012,2018-11-08 18:13:06:260
-5.2168,3.5026,-6.7932,-5.4626,3.7078,-7.2514,-0.0357,0.0157,-0.0055,0.0023,0.007,0.0073,0,-2.25,-63.11,-26.09,168.09,-22.16,143,0,56.087,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,854012,2018-11-08 18:13:08:260
-5.0147,3.4682,-6.8808,-5.4074,3.701,-7.2961,0.0012,0.01,-0.0349,0.0038,0.0086,0.0151,0,-7.01,-62.32,-21.97,173.47,-22.18,143.35,0,53.206,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,856013,2018-11-08 18:13:10:261
-4.834,3.1667,-6.8805,-5.4365,3.6878,-7.2812,0.0574,-0.0253,0.0392,0.0013,0.0115,0.0098,0,-7.93,-61.91,-20.59,174.64,-22.09,143.25,0,54.4,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,858013,2018-11-08 18:13:12:261
-5.1776,3.4369,-6.7994,-5.4535,3.6932,-7.2656,-0.0212,-0.049,0.0099,-0.0034,-0.008,0.0127,0,-9.57,-61.9,-18.91,177.02,-22.12,143.11,0,56.531,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,860012,2018-11-08 18:13:14:260
-5.1137,3.5684,-6.8744,-5.4118,3.6938,-7.2965,0.0322,-0.0379,-0.0142,-0.0062,-0.0057,0.0086,0,-11.93,-61.12,-16.58,179.57,-22.06,143.44,0,56.103,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,862012,2018-11-08 18:13:16:260
-5.102,3.4367,-6.8055,-5.422,3.704,-7.2837,-0.008,-0.0633,-0.0439,0.0011,0.009,0.0099,0,-15.77,-60.58,-13.11,184.53,-22.26,143.33,0,62.664,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,864013,2018-11-08 18:13:18:261
-5.0792,3.4279,-6.9279,-5.4155,3.7061,-7.2875,-0.0324,0.0173,-0.015,0.003,0.002,0.0105,0,-14.36,-60.61,-17.81,180.44,-22.2,143.38,0,57.352,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,866012,2018-11-08 18:13:20:260
-5.0619,3.4677,-6.9939,-5.3887,3.695,-7.3129,0.0088,-0.0779,-0.003,0.0015,0.0089,0.0116,0,-14.27,-60.6,-17.53,180.52,-22.13,143.61,0,61.002,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,868012,2018-11-08 18:13:22:260
-5.4003,2.516,-7.129,-5.4716,3.4849,-7.3544,-0.3572,-0.8191,-0.3153,0.0166,0.0135,-0.0028,0,-14.47,-60.76,-18.06,180.43,-21.44,143.35,0,60.898,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,870013,2018-11-08 18:13:24:261
-5.6775,2.5217,-7.3235,-5.7752,2.4505,-7.5374,-0.1056,0.167,-0.0225,-0.0123,0.0156,0.0168,0,-8.67,-65.15,-25.1,173.35,-14.09,142.53,0,63.021,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,872013,2018-11-08 18:13:26:261
-5.2936,2.3194,-6.7978,-5.6973,2.6454,-7.5308,-0.2178,0.2114,-0.2152,-0.0065,0.0115,0.0064,0,-25.7,-66,-23.11,185.39,-15.65,142.89,0,63.101,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,874012,2018-11-08 18:13:28:260
-5.2712,3.0328,-7.0242,-5.63,2.9811,-7.4556,0.1977,0.223,-0.003,-0.0022,-0.001,0.0037,0,-31.47,-68.15,-9.18,194.89,-17.7,142.94,0,62.368,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,876012,2018-11-08 18:13:30:260
-5.1392,3.4035,-6.7711,-5.5701,3.3236,-7.3551,0.0538,0.1262,0.1892,-0.0011,0.0075,0.0106,0,-18.28,-61.01,-18.51,182.51,-19.26,142.9,0,58.265,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,878012,2018-11-08 18:13:32:260
-5.3293,3.5263,-6.858,-5.5449,3.6092,-7.2386,0.0958,-0.0403,0.1418,-0.0189,0.0273,-0.0071,0,-26.32,-61.03,-30.47,181.91,-21.22,142.51,0,54.397,48.161587,11.557459,571,9.72,22.512,356.1,0 / 21,880013,2018-11-08 18:13:34:261
-5.4013,4.0234,-6.527,-5.5109,3.7135,-7.2118,0.2284,-0.6193,-0.0842,-0.0232,0.0046,0.0075,0,-15.26,-78.05,-13.16,182.9,-22.25,142.62,0,58.585,48.161587,11.557459,571,9.72,22.512,356.1,0 / 20,882012,2018-11-08 18:13:36:260
-5.3558,3.7082,-6.9937,-5.4559,3.8224,-7.1967,0.1087,-0.2439,0.1803,-0.0107,0.0444,0.0127,0,-35.48,-62.43,-8.61,198.24,-22.94,142.83,0,51.069,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,884013,2018-11-08 18:13:38:261
-4.6674,3.3081,-6.5034,-5.3866,3.8961,-7.2093,0.1829,-0.1811,0.2709,0.0038,-0.0191,0.0017,0,-51.45,-55.27,-1.57,212.09,-23.38,143.22,0,55.098,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,886012,2018-11-08 18:13:40:260
-4.9177,3.6234,-6.8643,-5.2912,3.9498,-7.2507,0.0488,0.1086,-0.1286,0.0044,-0.0135,0.0056,0,-48.19,-65.1,-9.44,204.26,-23.73,143.61,0,57.073,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,888012,2018-11-08 18:13:42:260
-5.2414,3.9806,-6.7984,-5.3871,4.0209,-7.1402,0.1977,-0.1132,0.0876,0.0036,0.0149,0.0325,0,-71.39,-61.55,16.15,223.93,-24.21,142.97,0,56.553,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,890012,2018-11-08 18:13:44:260
-4.8515,4.174,-6.7695,-5.3079,4.1823,-7.1067,0.1725,0.2581,0.0497,0.0109,0.0084,0.0166,0,-35.14,-66.91,-17.88,192.85,-25.24,143.24,0,55.862,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,892013,2018-11-08 18:13:46:261
-4.8037,3.9549,-6.5662,-5.178,4.4103,-7.0645,-0.0706,-0.2227,-0.0011,0.015,-0.0067,-0.0011,0,-21.87,-60.91,-8.27,191.59,-26.55,143.64,0,54.342,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,894012,2018-11-08 18:13:48:260
-5.0911,4.0438,-6.6425,-5.2358,4.3049,-7.0869,-0.1075,-0.0422,0.0603,-0.0041,0.0063,0.0089,0,-14.05,-61.36,-20.82,178.87,-26,143.36,0,55.094,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,896012,2018-11-08 18:13:50:260
-4.9062,4.0444,-6.6354,-5.2218,4.316,-7.0906,0.0113,0.0209,0.0124,0.0054,0.0199,0.0031,0,-29.28,-54.32,-4.97,199.42,-26.11,143.63,0,57.074,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,898012,2018-11-08 18:13:52:260
-5.0938,3.2977,-6.9462,-5.3073,3.6766,-7.3814,-0.0702,-0.1287,-0.0232,6.00E-04,0.004,0.0079,0,-3.31,-63.36,-28.42,168.37,-22.02,144.28,0,53.184,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,900012,2018-11-08 18:13:54:260
-5.1453,2.8087,-7.0287,-5.3331,3.5034,-7.4468,-0.2083,-0.3104,-0.1899,0.0022,0.0048,0.0076,0,-3.77,-64.42,-29.97,168.37,-21.46,144.28,0,57.12,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,902012,2018-11-08 18:13:56:260
-5.103,3.2249,-7.0197,-5.4116,3.3428,-7.464,0.0278,0.0519,-0.0092,-4.00E-04,5.00E-04,0.0095,0,-9.83,-65.87,-24.14,175.11,-19.44,143.93,0,53.344,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,904013,2018-11-08 18:13:58:261
-4.9431,3.5876,-6.8486,-5.262,3.811,-7.3456,0.0769,0.1331,0.0488,0.0114,0.008,0.0089,0,-11.96,-68.91,-31.61,173.37,-22.87,144.38,0,50.673,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,906012,2018-11-08 18:14:00:260
-4.8694,3.8701,-6.7634,-5.1349,4.1335,-7.2607,0.0117,0.0035,-0.0138,-0.0031,-0.0103,0.0108,0,-25.04,-66.79,-26.04,184.07,-24.93,144.73,0,51.931,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,908013,2018-11-08 18:14:02:261
-4.9302,3.4732,-6.9845,-5.2824,3.7201,-7.3775,-0.0469,-0.0919,-0.0243,-0.0049,-0.0028,0.0104,0,-23.86,-66.69,-26.97,182.92,-22.55,144.49,0,54.661,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,910012,2018-11-08 18:14:04:260
-5.007,3.4835,-6.9181,-5.2949,3.6933,-7.382,0.0394,-0.0107,-0.0261,-0.0027,-0.0015,0.0107,0,-19.63,-67.45,-29.07,179.49,-22.06,144.32,0,50.094,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,912013,2018-11-08 18:14:06:261
-4.9138,3.443,-6.9506,-5.3018,3.7011,-7.3731,0.0075,-0.013,-0.0117,-5.00E-04,8.00E-04,0.0095,0,-29.95,-65.65,-21.73,188.79,-22.17,144.28,0,48.474,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,914012,2018-11-08 18:14:08:260
-4.9391,3.4936,-6.9089,-5.3153,3.6754,-7.3763,-0.0382,0.0351,0.0127,-8.00E-04,-0.0016,-0.0021,0,-22.42,-67.44,-25.94,182.03,-22.01,144.22,0,53.558,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,916012,2018-11-08 18:14:10:260
-4.9562,3.4294,-6.9529,-5.3052,3.6684,-7.387,0.0078,0.0029,-0.0089,2.00E-04,-0.0022,0.0025,0,-22.49,-67.32,-26.61,181.61,-21.9,144.31,0,49.574,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,918012,2018-11-08 18:14:12:260
-4.9689,3.4568,-7.0366,-5.2899,3.6712,-7.3966,0.0257,0.0064,0.0214,-0.0026,-2.00E-04,0.0011,0,-19.13,-67.64,-29,178.94,-21.99,144.44,0,47.918,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,920012,2018-11-08 18:14:14:260
-4.9139,3.4295,-6.997,-5.2867,3.6673,-7.4008,0.0324,-0.0064,-0.0222,-0.0011,-0.0031,-0.0025,0,-13.46,-68.86,-33.19,173.61,-21.96,144.46,0,55.504,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,922013,2018-11-08 18:14:16:261
-5.0167,3.4572,-6.8774,-5.3071,3.6813,-7.3792,-0.0288,0.0221,0.0087,0.0024,9.00E-04,7.00E-04,0,-19.41,-67.69,-28.84,178.86,-22.05,144.28,0,53.832,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,924012,2018-11-08 18:14:18:260
-5.0809,3.0273,-7.0423,-5.4078,3.2965,-7.4873,-0.0157,-0.0296,-0.0617,0.0031,-0.0015,-0.0034,0,-45.7,-63.9,-10.06,203.53,-20.15,144.13,0,53.255,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,926012,2018-11-08 18:14:20:260
-5.5076,2.0245,-7.4174,-5.6207,2.2729,-7.7079,0.0127,-0.3072,0.0707,0.0065,0.0142,-0.0021,0,-29.2,-70.59,-18.44,189.52,-13.99,143.92,0,63,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,928012,2018-11-08 18:14:22:260
-5.5386,2.3636,-6.966,-5.6824,2.2158,-7.6793,-0.0515,0.229,0.1559,4.00E-04,0.0259,-0.0062,0,-53.28,-64.38,3.65,213.2,-13.06,143.5,0,65.025,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,930012,2018-11-08 18:14:24:260
-5.3642,2.439,-6.7249,-5.6698,2.5054,-7.5991,0.2367,0.4855,0.4574,0.0291,0.0344,0.0064,0,-41.7,-62.32,-14.2,200.07,-14.8,143.27,0,61.775,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,932012,2018-11-08 18:14:26:260
-5.243,3.514,-5.9707,-5.7075,3.0065,-7.3862,-0.2014,0.7381,-0.0117,-0.0888,-0.0416,0.0424,0,-35.49,-67.31,-14.87,194.26,-17.09,142.7,0,58.277,48.161587,11.557459,571,9.72,22.512,356.1,0 / 22,934012,2018-11-08 18:14:28:260
-5.4715,3.4863,-6.7403,-5.6385,3.2467,-7.3374,0.175,0.1908,0.1185,0.0043,0.0031,-0.0195,0,-9.16,-70.28,-23.86,174.32,-19.24,142.72,0,54.836,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,936012,2018-11-08 18:14:30:260
-4.9959,3.7838,-6.7976,-5.5809,3.4994,-7.2648,0.3865,-0.1426,0.3765,-0.0201,0.0177,0.0219,0,-1.7,-70.68,-28.74,167.89,-20.91,142.47,0,58.845,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,938012,2018-11-08 18:14:32:260
-4.9991,3.4394,-6.906,-5.4874,3.6456,-7.2642,0.2102,0.1289,0.2008,-0.0113,-1.00E-04,0.0116,0,-13.42,-61.52,-31.81,172.74,-21.82,142.93,0,51.914,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,940013,2018-11-08 18:14:34:261
-4.8872,3.6727,-6.6308,-5.4518,3.779,-7.2227,0.0437,0.6611,0.1881,-0.0078,0.0257,0.0095,0,-8.08,-71.36,-30.2,171.34,-22.3,142.99,0,50.966,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,942012,2018-11-08 18:14:36:260
-5.1838,4.0783,-6.8922,-5.2815,3.8999,-7.2847,0.3854,-0.0579,0.0482,0.0027,0.0183,0.0033,0,-4.91,-70.47,-28.11,170.52,-23.46,143.99,0,57.008,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,944012,2018-11-08 18:14:38:260
1.3756,8.6323,-1.5133,-1.6371,9.2139,-2.9318,1.2649,-1.1129,0.7526,-0.3806,-0.0259,0.3469,0,-9.39,-91.35,-34.18,172.14,-69.98,150.82,0,56.207,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,946012,2018-11-08 18:14:40:260
0.4603,8.2612,-1.1879,-0.5983,9.6116,-1.8521,0.9245,0.1005,0.5293,0.0237,-0.2376,-0.0538,0,-3.98,-87.79,-24.76,174.72,-78.55,162.1,0,53.106,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,948013,2018-11-08 18:14:42:261
-0.1548,7.8485,-1.2989,-1.2725,9.4763,-2.1799,0.7546,-0.315,-0.3847,0.5237,-0.2332,-0.2699,0,15.09,-78.7,-30.53,137.06,-81.55,149.84,0,51.51,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,950013,2018-11-08 18:14:44:261
-0.6478,8.5615,-1.6904,-0.9757,9.7118,-0.9485,0.7178,0.1337,0.3059,-0.2885,-0.2109,0.2972,0,20.1,-78.53,-33.6,128.62,-74.31,134.5,0,55.531,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,952012,2018-11-08 18:14:46:260
-1.4255,10.0179,0.8992,-2.1573,9.4009,-1.772,-0.176,-1.4517,-0.9178,0.2831,0.0704,0.1668,0,38.6,-73.75,-70.64,113.96,-73.46,129.4,0,53.347,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,954012,2018-11-08 18:14:48:260
0.509,8.3933,1.1362,1.1986,9.6709,1.0985,-0.9069,0.4541,0.6825,0.9462,-0.1374,-0.3472,0,33.47,-82.63,-86.14,282.85,-80.46,-47.49,0,53.46,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,956012,2018-11-08 18:14:50:260
