ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-6.4574,-0.3893,-6.9781,-6.6826,-0.4247,-7.1647,-0.0035,0.0311,-0.0398,0.0115,0.0255,0.0034,0,33.66,4.31,14.45,80.55,2.48,136.99,0,42.678,48.1238,11.674301,,NaN,,699.999,,0 / 19,3455601,2018-11-12 18:25:23:139
-6.5068,-0.418,-6.8881,-6.7418,-0.4216,-7.1092,0.1277,-0.0055,0.1113,0.013,0.008,0.0034,0,33.55,5,13.85,76.71,2.46,136.52,0,44.89,48.1238,11.674301,,NaN,,699.999,,0 / 19,3456599,2018-11-12 18:25:24:137
-6.4881,-0.4219,-6.8238,-6.7194,-0.4636,-7.1278,3.00E-04,-0.0323,0.1779,0.0117,0.0064,0.0028,0,32.16,6.07,15.05,71.14,2.71,136.69,0,42.898,48.1238,11.674301,,NaN,,699.999,,0 / 19,3457599,2018-11-12 18:25:25:137
-6.7316,-0.3896,-7.0049,-6.6493,-0.4554,-7.1938,-0.1693,0.0474,0.0543,-0.0044,-0.0329,0.0146,0,32.67,4.92,15.2,76.23,2.66,137.25,0,39.387,48.1238,11.674301,,NaN,,699.999,,0 / 19,3458600,2018-11-12 18:25:26:138
-6.8354,-0.4019,-6.8635,-6.6875,-0.4564,-7.1581,0.1872,-0.0479,0.0177,0.0129,0.0311,0.0029,0,32.28,4.9,14.87,75.22,2.67,136.95,0,47.296,48.1238,11.674301,,NaN,,699.999,,0 / 19,3459600,2018-11-12 18:25:27:138
-6.6435,-0.3941,-7.196,-6.6424,-0.458,-7.1999,-0.0793,0.0047,-0.0059,0.0021,0.0248,0.0021,0,32.25,4.68,14.79,75.44,2.68,137.31,0,46.293,48.1238,11.674301,,NaN,,699.999,,0 / 19,3460600,2018-11-12 18:25:28:138
-6.4756,-0.4131,-7.136,-6.5781,-0.4479,-7.2594,-0.0688,0.0411,-0.0194,0.0054,0.0041,-8.00E-04,0,32.12,5.26,13.99,76.11,2.62,137.82,0,44.038,48.1238,11.674301,,NaN,,699.999,,0 / 19,3461600,2018-11-12 18:25:29:138
-6.6468,-0.3486,-7.0777,-6.5901,-0.4435,-7.2488,-0.1695,0.0311,0.1925,-0.0042,-0.0201,0.0057,0,30.23,5.5,14.64,73.53,2.59,137.73,0,46.868,48.1238,11.674301,,NaN,,699.999,,0 / 19,3462600,2018-11-12 18:25:30:138
-6.4567,-0.4664,-6.8287,-6.5627,-0.4626,-7.2724,-0.0165,-0.0177,0.2795,0.0051,0.0072,4.00E-04,0,31.09,5.17,14.92,74.94,2.7,137.94,0,44.029,48.1238,11.674301,,NaN,,699.999,,0 / 23,3463600,2018-11-12 18:25:31:138
-6.4287,-0.4228,-7.1497,-6.5544,-0.472,-7.2792,-0.037,0.0584,0.1174,-7.00E-04,7.00E-04,-0.0036,0,30.54,5.34,12.74,76.17,2.76,138,0,46.876,48.1238,11.674301,,NaN,,699.999,,0 / 23,3464601,2018-11-12 18:25:32:139
-6.3725,-0.4777,-6.924,-6.5879,-0.4587,-7.2497,0.1374,0.0311,0.1231,0.0014,0.02,-0.0029,0,32.03,4.43,13.78,80.04,2.68,137.74,0,44.755,48.1238,11.674301,,NaN,,699.999,,0 / 23,3465600,2018-11-12 18:25:33:138
-6.4242,-0.4001,-7.1837,-6.5557,-0.4726,-7.2781,-0.1722,-0.004,-0.1841,0.0028,0.0167,-0.0064,0,30.23,5.01,15.38,74.1,2.76,137.99,0,41.02,48.1238,11.674301,,NaN,,699.999,,0 / 23,3466600,2018-11-12 18:25:34:138
-6.675,-0.4638,-7.4457,-6.538,-0.4751,-7.2938,0.0575,0.0016,-0.0944,6.00E-04,0.017,-0.0055,0,31.47,4.8,15.9,74.61,2.78,138.13,0,45.649,48.1238,11.674301,,NaN,,699.999,,0 / 23,3467600,2018-11-12 18:25:35:138
-6.5643,-0.4871,-7.1951,-6.5417,-0.4718,-7.2907,-0.1646,0.015,-0.3445,-8.00E-04,-0.0315,0.0015,0,31.91,4.76,16.38,75.51,2.76,138.1,0,44.523,48.1238,11.674301,,NaN,,699.999,,0 / 23,3468600,2018-11-12 18:25:36:138
-6.2273,-0.4824,-7.203,-6.5296,-0.4905,-7.3003,0.0238,0.0165,-0.0855,-7.00E-04,-0.0045,0.0014,0,32.95,5.33,14.54,77.13,2.87,138.19,0,40.811,48.1238,11.674301,,NaN,,699.999,,0 / 23,3469600,2018-11-12 18:25:37:138
-6.7735,-0.4281,-7.358,-6.5845,-0.4835,-7.2513,-0.0578,0.0065,0.0593,9.00E-04,-0.0219,0.0025,0,30.17,5.51,16.56,67.9,2.83,137.76,0,40.307,48.1238,11.674301,,NaN,,699.999,,0 / 23,3470600,2018-11-12 18:25:38:138
-6.3584,-0.479,-6.9033,-6.5776,-0.4656,-7.2587,-0.0979,-0.0067,-0.0666,0.0019,-0.0133,0.0012,0,30.42,4.77,15.84,73.17,2.72,137.82,0,44.191,48.1238,11.674301,,NaN,,699.999,,0 / 23,3471601,2018-11-12 18:25:39:139
-6.4341,-0.3884,-7.2194,-6.6088,-0.482,-7.2292,0.064,0.0869,0.1867,-0.0128,0.0363,-0.0023,0,31.71,5.44,16.51,74.73,2.82,137.57,0,43.808,48.1238,11.674301,,NaN,,699.999,,0 / 23,3472600,2018-11-12 18:25:40:138
-6.4003,-0.4603,-7.1057,-6.549,-0.472,-7.2841,-0.1949,0.0375,-0.24,-0.0035,0.0053,-0.0033,0,30.2,5.24,14.36,74.76,2.76,138.04,0,45.889,48.1238,11.674301,,NaN,,699.999,,0 / 23,3473599,2018-11-12 18:25:41:137
-6.3289,-0.4551,-7.4738,-6.5306,-0.4736,-7.3005,0.3054,-0.0073,-0.0703,-0.0011,0.0055,-0.0042,0,28.95,5.41,15.23,73.14,2.77,138.19,0,43.978,48.1238,11.674301,,NaN,,699.999,,0 / 23,3474599,2018-11-12 18:25:42:137
-5.9591,-0.4708,-7.2298,-6.5517,-0.4777,-7.2813,0.2938,0.0018,0.0624,0.0034,0.0073,-0.0033,0,30.47,5.47,16.34,73.49,2.79,138.02,0,44.483,48.1238,11.674301,,NaN,,699.999,,0 / 23,3475600,2018-11-12 18:25:43:138
-6.5075,-0.4787,-7.2229,-6.5172,-0.471,-7.3127,0.0059,0.0346,-0.1121,0.0057,-0.0018,-2.00E-04,0,32.85,4.79,15.03,76.93,2.75,138.29,0,42.644,48.1238,11.674301,,NaN,,699.999,,0 / 23,3476600,2018-11-12 18:25:44:138
-6.4306,-0.4328,-7.2236,-6.5178,-0.4656,-7.3124,-0.0694,0.0115,0.0345,3.00E-04,-0.0147,0.0022,0,30.88,5.12,15.49,75.18,2.72,138.29,0,41.641,48.1238,11.674301,,NaN,,699.999,,0 / 23,3477600,2018-11-12 18:25:45:138
-6.4049,-0.4671,-7.1785,-6.5049,-0.4728,-7.3235,-0.0502,0.0236,-0.0937,-0.003,0.0075,-7.00E-04,0,30.61,5.29,15.51,74.74,2.76,138.39,0,35.964,48.1238,11.674301,,NaN,,699.999,,0 / 23,3478599,2018-11-12 18:25:46:137
-6.4892,-0.4893,-7.1391,-6.5218,-0.4716,-7.3085,-0.0693,-0.0018,-0.03,0.0083,-0.0022,-0.0044,0,30.73,5.33,15.99,74.64,2.76,138.26,0,43.9,48.1238,11.674301,,NaN,,699.999,,0 / 23,3479599,2018-11-12 18:25:47:137
-6.4487,-0.5383,-7.1446,-6.5121,-0.4939,-7.3156,-0.0892,0.0149,-0.106,0.0018,0.0108,-0.0067,0,31.79,4.64,14.76,76.45,2.89,138.33,0,42.655,48.1238,11.674301,,NaN,,699.999,,0 / 23,3480600,2018-11-12 18:25:48:138
-6.4151,-0.5061,-7.3523,-6.5116,-0.481,-7.317,0.0667,0.0551,-0.0906,0.003,-0.0049,6.00E-04,0,30.68,4.74,14.78,75.43,2.84,138.26,0,46.677,48.1238,11.674301,,NaN,,699.999,,0 / 23,3481599,2018-11-12 18:25:49:137
-6.6396,-0.43,-7.4897,-6.5282,-0.475,-7.3026,0.4042,0.0068,0.2843,0.0071,-0.0114,-2.00E-04,0,31.75,5.3,15.21,76.14,2.78,138.2,0,46.631,48.1238,11.674301,,NaN,,699.999,,0 / 23,3482599,2018-11-12 18:25:50:137
-6.6518,-0.3771,-7.0224,-6.5515,-0.4882,-7.2808,-0.3762,-0.0377,-0.2466,0.0038,0.0384,-0.0036,0,31.51,5.68,16.35,71.67,2.85,138.02,0,45.612,48.1238,11.674301,,NaN,,699.999,,0 / 23,3483600,2018-11-12 18:25:51:138
-6.625,-0.4517,-7.2052,-6.5358,-0.4828,-7.2952,0.1621,0.0216,0.1564,0,0.0086,0.0023,0,30.45,4.86,17.24,72.95,2.83,138.18,0,47.793,48.1238,11.674301,,NaN,,699.999,,0 / 23,3484600,2018-11-12 18:25:52:138
-6.2766,-0.4884,-7.1425,-6.5296,-0.5039,-7.2993,-0.1294,0.0212,-0.0882,-3.00E-04,0.0144,-0.0034,0,32.53,4.95,16.31,76.86,2.95,138.19,0,48.796,48.1238,11.674301,,NaN,,699.999,,0 / 23,3485600,2018-11-12 18:25:53:138
-6.4015,-0.4518,-7.3383,-6.5004,-0.5058,-7.3252,-0.0661,0.0579,-0.1814,-2.00E-04,0.0148,-0.0011,0,31.36,5.18,14.99,75.78,2.96,138.41,0,47.98,48.1238,11.674301,,NaN,,699.999,,0 / 23,3486600,2018-11-12 18:25:54:138
-6.2466,-0.4417,-7.1003,-6.4759,-0.4778,-7.3488,0.0293,0.053,-0.0252,5.00E-04,0.0093,-3.00E-04,0,31.45,4.93,14.05,76.03,2.79,138.61,0,48.76,48.1238,11.674301,,NaN,,699.999,,0 / 23,3487600,2018-11-12 18:25:55:138
-6.3679,-0.4371,-7.22,-6.491,-0.4691,-7.336,-9.00E-04,0.0054,-0.0577,0.0029,0.0135,-0.0024,0,30.86,5.98,16,70.46,2.75,138.27,0,43.366,48.1238,11.674301,,NaN,,699.999,,0 / 23,3488600,2018-11-12 18:25:56:138
-6.4436,-0.4868,-7.1945,-6.4732,-0.469,-7.3517,-0.0716,0.0522,-0.0312,0,-0.0101,3.00E-04,0,30.11,4.94,16.39,73.79,2.74,138.64,0,46.472,48.1238,11.674301,,NaN,,699.999,,0 / 23,3489601,2018-11-12 18:25:57:139
-6.2868,-0.4659,-7.2092,-6.4772,-0.4688,-7.3482,0.0809,0.0197,0.0055,0.0013,0.0039,-0.0041,0,30.66,4.98,17.2,74.18,2.74,138.61,0,46.894,48.1238,11.674301,,NaN,,699.999,,0 / 23,3490600,2018-11-12 18:25:58:138
-6.3233,-0.4604,-7.1647,-6.49,-0.4664,-7.3371,0.1329,-0.0339,-0.006,8.00E-04,0.0117,-0.0022,0,31.83,4.94,14.6,76.18,2.73,138.51,0,43.547,48.1238,11.674301,,NaN,,699.999,,0 / 23,3491600,2018-11-12 18:25:59:138
-6.4062,-0.5265,-7.1671,-6.4893,-0.4767,-7.337,-0.0078,0.0028,0.0128,0.0017,0.0048,-0.0025,0,30.6,5.53,16.73,69.9,2.79,138.51,0,38.959,48.1238,11.674301,,NaN,,699.999,,0 / 23,3492600,2018-11-12 18:26:00:138
-6.3655,-0.4427,-7.2464,-6.4904,-0.4775,-7.336,0.0054,0.0042,-0.0119,0.0028,0.0019,-0.002,0,29.28,5.14,18.54,69.76,2.79,138.5,0,49.173,48.1238,11.674301,,NaN,,699.999,,0 / 23,3493600,2018-11-12 18:26:01:138
-6.2214,-0.4287,-7.3313,-6.4692,-0.4827,-7.3543,0.0644,-0.0207,-0.1129,-3.00E-04,0.0183,-0.0056,0,30.45,5.31,15.93,74.01,2.82,138.66,0,42.967,48.1238,11.674301,,NaN,,699.999,,0 / 23,3494600,2018-11-12 18:26:02:138
-6.4151,-0.457,-7.3344,-6.4836,-0.4842,-7.3416,-0.0444,-0.0021,-0.0458,5.00E-04,-0.0025,3.00E-04,0,30.12,5.03,16.57,73.2,2.85,138.42,0,43.919,48.1238,11.674301,,NaN,,699.999,,0 / 23,3495600,2018-11-12 18:26:03:138
-6.3078,-0.3913,-7.0041,-6.5093,-0.4714,-7.3196,-0.0173,0.0173,0.0803,0.0027,0.0135,-0.0034,0,30.35,5.31,14.01,74.92,2.76,138.35,0,45.209,48.1238,11.674301,,NaN,,699.999,,0 / 23,3496600,2018-11-12 18:26:04:138
-6.3486,-0.4539,-7.0256,-6.5834,-0.4452,-7.2547,0.0583,0.0554,0.1121,0.0019,0.0221,-0.0032,0,30.19,5.56,13.53,70.21,2.6,137.78,0,43.663,48.1238,11.674301,,NaN,,699.999,,0 / 23,3497600,2018-11-12 18:26:05:138
-6.1784,-0.463,-6.9381,-6.4838,-0.4741,-7.3421,0.2017,0.0353,-0.0268,0.0033,0.0349,-0.0087,0,30.25,5.67,14.09,71.1,2.77,138.55,0,46.197,48.1238,11.674301,,NaN,,699.999,,0 / 23,3498600,2018-11-12 18:26:06:138
-6.406,-0.4869,-7.1974,-6.5105,-0.4628,-7.3191,0.108,0.0446,0.1279,-7.00E-04,0.0236,-0.0037,0,29.96,5.22,14.03,74.81,2.7,138.35,0,43.234,48.1238,11.674301,,NaN,,699.999,,0 / 23,3499600,2018-11-12 18:26:07:138
-6.2315,-0.4914,-7.3273,-6.4895,-0.4898,-7.336,0.0808,6.00E-04,-0.0171,-0.0055,0.0469,-0.0078,0,30.83,5.42,14.17,76.12,2.86,138.5,0,43.016,48.1238,11.674301,,NaN,,699.999,,0 / 23,3500600,2018-11-12 18:26:08:138
-6.182,-0.4919,-7.1411,-6.4666,-0.5049,-7.3552,0.0398,-0.0155,0.1105,0.0064,-0.0032,-0.0064,0,31.05,4.92,14.62,75.9,2.95,138.68,0,47.484,48.1238,11.674301,,NaN,,699.999,,0 / 23,3501600,2018-11-12 18:26:09:138
-6.2507,-0.4434,-7.1437,-6.3835,-0.4843,-7.4288,0.0202,-0.0118,-0.0456,-0.0068,0.0387,-0.012,0,29.62,5.49,17.23,73.8,2.83,139.33,0,44.603,48.1238,11.674301,,NaN,,699.999,,0 / 23,3502600,2018-11-12 18:26:10:138
-6.311,-0.4767,-7.3759,-6.3481,-0.5016,-7.4579,-0.0999,0.0032,-0.0248,-0.0057,0.0126,-0.0054,0,28.9,5.79,16.28,69.38,2.93,139.6,0,43.818,48.1238,11.674301,,NaN,,699.999,,0 / 23,3503600,2018-11-12 18:26:11:138
-6.3176,-0.4401,-7.4195,-6.3049,-0.5028,-7.4944,-0.0387,0.0322,-0.0201,-0.0042,0.0118,-0.01,0,28.99,4.96,16.95,73.32,2.94,139.93,0,44.6,48.1238,11.674301,,NaN,,699.999,,0 / 23,3504600,2018-11-12 18:26:12:138
-6.184,-0.4493,-7.4054,-6.2681,-0.5115,-7.5246,-0.0856,0.0258,-0.0349,-0.0045,0.008,-0.0115,0,28.12,4.73,17.63,71.53,2.99,140.21,0,40.626,48.1238,11.674301,,NaN,,699.999,,0 / 23,3505600,2018-11-12 18:26:13:138
-6.0849,-0.4825,-7.3223,-6.2783,-0.5148,-7.5159,0.3219,0.0239,0.1103,-0.0048,0.0081,-0.0112,0,28.74,5.31,16.28,74.02,2.98,139.81,0,44.695,48.1238,11.674301,,NaN,,699.999,,0 / 23,3506600,2018-11-12 18:26:14:138
-6.1429,-0.4227,-7.443,-6.3086,-0.5131,-7.4906,-0.003,0.0517,0.064,-0.0078,0.0318,-0.021,0,27.98,5.03,18.25,71.28,3,139.9,0,39.409,48.1238,11.674301,,NaN,,699.999,,0 / 23,3507599,2018-11-12 18:26:15:137
-5.8382,-0.497,-7.216,-6.1817,-0.5431,-7.5935,-0.1356,0.0177,-0.2416,-0.0118,0.0138,-0.0167,0,26.89,5.39,19.02,69.72,3.13,140.6,0,40.464,48.1238,11.674301,,NaN,,699.999,,0 / 23,3508599,2018-11-12 18:26:16:137
-6.1229,-0.4922,-7.7633,-6.2213,-0.5309,-7.562,-0.0417,0.0075,-0.112,-0.0065,0.0424,-0.0233,0,26.04,5.16,18.24,68.84,3.1,140.56,0,41.09,48.1238,11.674301,,NaN,,699.999,,0 / 23,3509600,2018-11-12 18:26:17:138
-6.1206,-0.4473,-7.5034,-6.173,-0.5124,-7.6028,0.0453,0.0065,-0.045,-0.0083,0.0185,-0.0222,0,26.04,5.04,16.26,70.95,3,140.93,0,40.149,48.1238,11.674301,,NaN,,699.999,,0 / 23,3510600,2018-11-12 18:26:18:138
-6.0153,-0.5439,-7.3558,-6.1924,-0.5134,-7.5869,0.191,-0.016,-0.0143,-0.0162,0.0237,-0.0259,0,25.28,4.53,14.7,70.21,3,140.78,0,42.4,48.1238,11.674301,,NaN,,699.999,,0 / 23,3511600,2018-11-12 18:26:19:138
-5.9302,-0.5459,-7.4879,-6.0983,-0.5249,-7.6619,-0.0294,0.0114,-0.1067,-0.0068,0.0078,-0.0188,0,24.34,4.83,16.06,67.86,3.02,141.28,0,45.869,48.1238,11.674301,,NaN,,699.999,,0 / 23,3512600,2018-11-12 18:26:20:138
-5.848,-0.5001,-7.4093,-6.1579,-0.5193,-7.6145,0.188,-0.0177,0.0568,-0.0076,0.0052,-0.0163,0,24.1,4.9,16.1,67.66,3.04,141.04,0,44.854,48.1238,11.674301,,NaN,,699.999,,0 / 23,3513600,2018-11-12 18:26:21:138
-6.3154,-0.5679,-7.5588,-6.1555,-0.5151,-7.6168,-0.052,0.0786,-0.0153,-0.0092,0.0024,-0.0165,0,24.22,4.34,18.08,71.45,3.01,141.06,0,46.056,48.1238,11.674301,,NaN,,699.999,,0 / 23,3514600,2018-11-12 18:26:22:138
-6.0393,-0.5628,-7.4965,-6.1507,-0.5177,-7.6204,-0.1723,0.0729,-0.1401,-0.0116,0.0149,-0.0166,0,24.07,4.1,19.35,70.27,3.03,141.09,0,43.83,48.1238,11.674301,,NaN,,699.999,,0 / 23,3515600,2018-11-12 18:26:23:138
-5.9181,-0.4989,-7.443,-6.1264,-0.5344,-7.6388,0.1094,0.0134,9.00E-04,-0.0096,0.0371,-0.023,0,22.94,5.23,20.11,58.26,3.12,141.27,0,44.931,48.1238,11.674301,,NaN,,699.999,,0 / 23,3516600,2018-11-12 18:26:24:138
-6.0439,-0.6423,-7.4753,-6.1431,-0.5992,-7.6206,-0.1137,-0.0405,-0.1672,-0.0021,-0.0269,-0.0177,0,24.19,3.84,17.72,73.3,3.5,141.13,0,43.986,48.1238,11.674301,,NaN,,699.999,,0 / 23,3517600,2018-11-12 18:26:25:138
-5.7622,-0.6701,-7.2991,-6.1443,-0.6196,-7.618,0.2417,-0.0781,0.1806,-0.0148,0.0069,-0.0158,0,23.68,3.65,17.94,73.72,3.62,141.11,0,42.398,48.1238,11.674301,,NaN,,699.999,,0 / 23,3518600,2018-11-12 18:26:26:138
-6.0516,-0.7332,-7.327,-6.2132,-0.6748,-7.5572,-0.0281,-0.0986,-0.0825,-0.0051,0.009,-0.0204,0,22.97,3.25,20.31,78.64,3.79,140.45,0,44.073,48.1238,11.674301,,NaN,,699.999,,0 / 23,3519600,2018-11-12 18:26:27:138
-6.3919,-0.7098,-7.5672,-6.2455,-0.737,-7.5247,-0.2154,0.0239,-0.1184,-0.012,0.0084,-0.0163,0,24.24,3.15,18.3,83.47,4.31,140.31,0,41.732,48.1238,11.674301,,NaN,,699.999,,0 / 23,3520599,2018-11-12 18:26:28:137
-5.9204,-0.5803,-7.2219,-6.2929,-0.7205,-7.4867,0.1799,0.0452,0.1959,-0.0034,0.0095,-0.0165,0,23.64,3.7,19.05,73.8,4.21,139.95,0,42.972,48.1238,11.674301,,NaN,,699.999,,0 / 23,3521599,2018-11-12 18:26:29:137
-6.2379,-0.5123,-7.3452,-6.3167,-0.5852,-7.4785,-0.0073,0.0976,-0.0551,-0.0048,7.00E-04,-0.0117,0,23.67,3.36,19.84,78.47,3.52,139.78,0,41.451,48.1238,11.674301,,NaN,,699.999,,0 / 22,3522599,2018-11-12 18:26:30:137
-6.183,-0.5262,-7.3613,-6.3323,-0.5315,-7.4693,0.0736,0.0328,-0.0138,-0.0071,-0.0027,-0.0108,0,24,2.9,19.87,76.12,3.11,139.71,0,40.814,48.1238,11.674301,,NaN,,699.999,,0 / 18,3523600,2018-11-12 18:26:31:138
-6.2513,-0.5234,-7.414,-6.3352,-0.5162,-7.4678,0.1627,-0.0312,0.2252,-7.00E-04,-0.0071,-0.0081,0,23.75,2.74,20.71,74.19,3.02,139.69,0,40.914,48.1238,11.674301,,NaN,,699.999,,0 / 19,3524600,2018-11-12 18:26:32:138
-6.3128,-0.4302,-7.2809,-6.3865,-0.4866,-7.426,-0.1054,0.0045,-0.0631,-0.004,-0.0079,-0.004,0,24.66,2.87,19.56,76.36,2.84,139.3,0,37.561,48.1238,11.674301,,NaN,,699.999,,0 / 19,3525600,2018-11-12 18:26:33:138
-6.3524,-0.4248,-7.2357,-6.4171,-0.4688,-7.4008,0.055,0.0062,0.0906,-0.0029,-0.0116,-0.0033,0,24.97,2.17,19.36,85.47,2.76,139.23,0,46.659,48.1238,11.674301,,NaN,,699.999,,0 / 19,3526600,2018-11-12 18:26:34:138
-6.6106,-0.4457,-7.4556,-6.4373,-0.4626,-7.3836,-0.1538,0.0316,-0.1436,-0.0034,-0.0175,7.00E-04,0,24.92,3.16,19.64,75.16,2.7,138.92,0,45.444,48.1238,11.674301,,NaN,,699.999,,0 / 19,3527600,2018-11-12 18:26:35:138
-6.3364,-0.4118,-7.2068,-6.46,-0.4518,-7.3644,0.1315,0.0518,0.0421,-1.00E-04,0.001,-0.003,0,24.63,2.65,20.1,74.59,2.64,138.74,0,43.159,48.1238,11.674301,,NaN,,699.999,,0 / 19,3528600,2018-11-12 18:26:36:138
-6.34,-0.5027,-7.3924,-6.4168,-0.4827,-7.4001,0.0613,-0.0358,-0.1299,0.0015,0.0299,-0.0096,0,25.47,2.46,19.69,85.58,2.82,139.07,0,45.723,48.1238,11.674301,,NaN,,699.999,,0 / 19,3529600,2018-11-12 18:26:37:138
-6.299,-0.4613,-7.2247,-6.4317,-0.4666,-7.3882,0.0432,0.0384,0.0303,-0.0011,-0.009,0.0019,0,24.66,2.72,21.02,74.11,2.76,138.97,0,43.266,48.1238,11.674301,,NaN,,699.999,,0 / 19,3530600,2018-11-12 18:26:38:138
-6.3205,-0.4501,-7.325,-6.3986,-0.4805,-7.416,0.0741,0.0251,-0.0364,0.0011,-9.00E-04,-0.0026,0,24.67,2.83,21.29,74.78,2.81,139.21,0,40.916,48.1238,11.674301,,NaN,,699.999,,0 / 19,3531600,2018-11-12 18:26:39:138
-6.1653,-0.4201,-7.2502,-6.4007,-0.4652,-7.4152,-2.00E-04,0.006,0.0136,-0.002,-0.012,0.001,0,25.22,2.18,19.71,85.27,2.75,139.26,0,39.161,48.1238,11.674301,,NaN,,699.999,,0 / 19,3532600,2018-11-12 18:26:40:138
-6.2048,-0.4591,-7.2609,-6.4159,-0.4561,-7.4026,0.0564,-0.0045,0.0223,0.0023,0.0097,-0.0043,0,25.63,3.03,18.57,77.95,2.67,139.08,0,43.484,48.1238,11.674301,,NaN,,699.999,,0 / 19,3533600,2018-11-12 18:26:41:138
-6.3206,-0.4761,-7.4112,-6.391,-0.4638,-7.4236,0.0549,0.0368,-0.1305,8.00E-04,0.0178,-0.0058,0,25.2,3.02,18.82,76.73,2.71,139.27,0,40.864,48.1238,11.674301,,NaN,,699.999,,0 / 19,3534600,2018-11-12 18:26:42:138
-6.1995,-0.3818,-7.3124,-6.4231,-0.4499,-7.3968,-0.0678,0.0027,0.0518,-0.003,-0.0275,0.0019,0,25.09,2.85,19.19,76.12,2.63,139.03,0,42.964,48.1238,11.674301,,NaN,,699.999,,0 / 19,3535601,2018-11-12 18:26:43:139
-6.3317,-0.4864,-7.2308,-6.4126,-0.4633,-7.405,0.0743,-0.006,-0.0847,0.0043,0.0242,-0.0104,0,25.87,2.97,18.53,77.39,2.61,138.72,0,44.106,48.1238,11.674301,,NaN,,699.999,,0 / 19,3536600,2018-11-12 18:26:44:138
-6.1967,-0.4875,-7.4144,-6.4109,-0.4814,-7.4054,0.1274,0.0085,-0.098,8.00E-04,0.0109,-0.0043,0,24.95,2.53,18.5,77.91,2.81,139.12,0,45.26,48.1238,11.674301,,NaN,,699.999,,0 / 19,3537600,2018-11-12 18:26:45:138
-6.1261,-0.4117,-7.2185,-6.4006,-0.46,-7.4156,0.1206,0.0011,0.0044,-0.0011,0.0013,-0.004,0,27.51,2.7,18.58,80.54,2.69,139.2,0,42.183,48.1238,11.674301,,NaN,,699.999,,0 / 19,3538599,2018-11-12 18:26:46:137
-6.1266,-0.4548,-7.3857,-6.4035,-0.4664,-7.4127,-0.0718,0.0113,-0.0296,-7.00E-04,0.0092,-0.0032,0,27.43,2.33,16.3,86.66,2.73,139.18,0,46.185,48.1238,11.674301,,NaN,,699.999,,0 / 19,3539599,2018-11-12 18:26:47:137
-6.2872,-0.4554,-7.2012,-6.4208,-0.4753,-7.3971,-0.0245,0.0443,0.0662,6.00E-04,0.0095,-0.0028,0,26.16,2.53,17.55,79.08,2.78,139.04,0,49.126,48.1238,11.674301,,NaN,,699.999,,0 / 19,3540599,2018-11-12 18:26:48:137
-6.3107,-0.4514,-7.2522,-6.4618,-0.4651,-7.362,-0.0224,-0.0073,0.0812,0.0023,0.0247,-0.0065,0,26.56,3.17,17.25,80.33,2.72,138.73,0,45.37,48.1238,11.674301,,NaN,,699.999,,0 / 19,3541599,2018-11-12 18:26:49:137
-6.3325,-0.4357,-7.4069,-6.4374,-0.4772,-7.3826,-0.0427,-0.002,-0.086,0.0023,0.0045,-0.0026,0,26.11,2.76,18.91,78.33,2.79,138.91,0,44.5,48.1238,11.674301,,NaN,,699.999,,0 / 19,3542599,2018-11-12 18:26:50:137
-6.3585,-0.5021,-7.2702,-6.4277,-0.4898,-7.3902,0.1582,-0.0101,0.0196,-5.00E-04,-9.00E-04,-0.0026,0,27.31,2.05,17.63,86.8,2.79,138.76,0,44.576,48.1238,11.674301,,NaN,,699.999,,0 / 19,3543599,2018-11-12 18:26:51:137
-6.4104,-0.4753,-7.2395,-6.3899,-0.4834,-7.4233,-0.0334,0.0266,-0.0562,-0.0019,-0.0287,0.0068,0,26.08,3.08,19.1,78.78,2.83,139.28,0,47.696,48.1238,11.674301,,NaN,,699.999,,0 / 19,3544600,2018-11-12 18:26:52:138
-6.4585,-0.4383,-7.3058,-6.4123,-0.4793,-7.4042,-0.3059,-0.0058,-0.0751,-1.00E-04,-0.01,-0.001,0,23.84,1.85,20.21,84.45,2.8,139.11,0,43.507,48.1238,11.674301,,NaN,,699.999,,0 / 19,3545600,2018-11-12 18:26:53:138
-6.3661,-0.4579,-7.3781,-6.395,-0.4732,-7.4196,-0.024,0.0523,-0.065,2.00E-04,5.00E-04,-0.0023,0,26.06,4.26,21.1,68.15,2.78,139.24,0,46.566,48.1238,11.674301,,NaN,,699.999,,0 / 19,3546600,2018-11-12 18:26:54:138
